DATASET,DOCUMENT,LLM_NAME,TYPE,REPLY,TIME,COST,GROUND_TRUTH
museo,CONTR_ MNCR-DPM-016-2025 Traslado de documentos.md,google/gemma-2b-it,local,"**seriesdocumental:informes**eldocumentopertenecealaseriedocumental""informes"",quesededicaalaevaluaciónyvigilanciadelosprocesosyactividadesdentrodeunmuseo.",1.4717178999999303,,solicitudes administrativas
museo,CONTR_MNCR-DPM-02-2025.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentocorrespondeaunaseriedocumentalsobreelestadodelacoleccióndematerialesculturalesdelabibliotecamncr.sedescribeelprocesodeidentificación,transmisiónyobservacionesdelmaterialatrasladar.",2.083851899995352,,solicitudes administrativas
museo,CONV_MNCR-DG-AJ-016-2025.md,google/gemma-2b-it,local,"**seriesdocumentalespermitidas**eldocumentopertenecealaserie**""informes""**,dentrodelgrupo**""seriesdocumentalessobregestiónambientalyreciclaje"".**",1.5345571000070777,,expedientes de proyectos y programas institucionales
museo,DG-2024-O-285 designación_encargada_Archivo_comisión_CIAP.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribelanuevadireccióndeláreadearchivocentraldelmuseonacionaldecostarica.",1.1305695999908494,,correspondencia
museo,DG-2024-O-344 Conformacion CISED.md,google/gemma-2b-it,local,cisedelcisedesuncomitéinstitucionaldeselecciónyeliminacióndedocumentos.seintegraporacuerdodelajuntaadministrativaenelartículo33delaleyn°7202delsistemanacionaldearchivos.,1.7583020999882135,,correspondencia
museo,DG-2024-O-345 Diagnostico AC.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripción:**eldocumentodescribelasituaciónactualdelagestióndedocumentosenelarchivocentraldelmuseonacionaldecostarica.,1.3538349000009475,,correspondencia
museo,DGAN-DG-581-2024 préstamo activos Arch Museo Nac.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripción:**eldocumentocontieneinformaciónsobreelpréstamodeactivosporladireccióngeneraldelmuseonacionaldecostarica.,1.1768432000098985,,correspondencia
museo,EVALUACIÓN DEL DESEMPEÑO 2024 SIR febrero.md,google/gemma-2b-it,local,"**seriedocumental:evaluacióndeldesempeñodelservidor****nombredelservidor:**sofiairolarojas**fecha:**11defebrerode2025**descripción:**estaseriedocumentalcontienelaevaluacióndeldesempeñodelservidor,jerrygonzálezmonge,enelpuestodecoordinadoraeneldepartamento",2.4748851000040304,,expedientes de trámites laborales
museo,Factura a Museo por hospedaje Sofia Irola.md,google/gemma-2b-it,local,**seriedocumental:informes**eldocumentodescribeeventosdeinspecciónenelmuseonacionaldecostarica.,1.2236601000040537,,expedientes de trámites laborales
museo,FORMULARIO EVALUACIÓN DEL DESEMPEÑO 2024 SIR.md,google/gemma-2b-it,local,**seriedocumental:informes**eldocumentocorrespondeaunaseriedocumentalsobreelestadodelagestióndedocumentosenelmuseonacional.losinformesproporcionaninformaciónsobreelcumplimientodelasnormasdegestióndedocumentosylaeficienciadelasactividadesdegestión.,2.180246600008104,,expedientes de trámites laborales
museo,GIRHA-2024-O-672-2024. Srita. Lisseth Rojas Villarreal.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedocumental""informes"",queestápermitida.",1.00415759999305,,expedientes sobre voluntariado
museo,INF MNCR-DAF-AC-002-2024 setiembre.md,google/gemma-2b-it,local,**infmncr-daf-ac-002-2024museonacionaldecostaricainformedelabores**estaseriedocumentaldescribelasactividadesrealizadasenelperíodode04deoctubrede2024a19desetiembrede2,2.2887928999989526,,informes
museo,INF MNCR-DAF-AC-003-2024 octubre.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripción:**eldocumentocontieneinformaciónsobrelasactividadesrealizadasenelmuseonacionaldecostaricaenelperíododeoctubrede2024.,1.5229648999957135,,informes
museo,INF MNCR-DAF-AC-004-2024 teletrabajo octubre.md,google/gemma-2b-it,local,"informesdeactividadesdiariasenteletrabajoestaseriedocumentalpertenecealtipodeseriedocumental""informesdeactividadesdiariasenteletrabajo"".",1.4092489000031492,,informes
museo,INF MNCR-DAF-AC-005-2024 noviembre.md,google/gemma-2b-it,local,**infmncr-daf-ac-005-2024museonacionaldecostaricainformedelabores**estaseriedocumentalpertenecealgrupo**informesdeactividadesyeventos**.,1.7019937000004577,,informes
museo,INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.md,google/gemma-2b-it,local,"**seriedocumental:informesdeactividadesdiariasenteletrabajo**eldocumentopertenecealaseriedocumental""informesdeactividadesdiariasenteletrabajo"".",1.5647658000088995,,informes
museo,INF MNCR-DAF-AC-007-2024 participación comisiones.md,google/gemma-2b-it,local,**ciap**laseriedocumentalperteneceal**comitétécnicodenormalización73informaciónydocumentación**deinteco.,1.1950663000025088,,informes
museo,INF MNCR-DAH-101-2024 Reporte de incidente Mapoteca DAH VF 1.md,google/gemma-2b-it,local,**seriedocumental:informesdeincidentes****nombredeldocumento:reportedeincidentedeafectaciónamapotecadeldah****descripcióndeldocumento:**informesdeincidentes****categoría:informesdeincidentes**,2.039256299991393,,informes
museo,Informe Anual de Desarrollo Archivístico 2024-2025.md,google/gemma-2b-it,local,"**seriedocumental:informes****nombredelainstitución:museonacionaldecostarica****númerodedocumento:20/3/25,13:31****descripcióndeldocumento:informeanualdedesarrolloarchivístico2024-2",2.4354168999998365,,informes
museo,INF_MNCR-DAF-AC-001-2025 teletrabajo enero.md,google/gemma-2b-it,local,"**seriesdocumentalespermitidas**eldocumentopertenecealaseriedocumental**""informesdeactividadesdiariasenteletrabajo""**.",1.4887918000022182,,informes
museo,INF_MNCR-DAF-AC-002-2025 labores enero.md,google/gemma-2b-it,local,**inf_mncr-daf-ac-002-2025museonacionaldecostaricainformedelabores**estaseriedocumentalpertenecealtipo**informesdeactividadesyeventos**.,2.224402799998643,,informes
museo,INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,google/gemma-2b-it,local,**seriedocumental:informesdeactividadesdiariasenteletrabajo**eldocumentodescribelasactividadesdiariasrealizadasporlapersonaservidoraenelministeriodeculturayjuventudduranteelperíododel01defebreroal15defebrerode2025.,2.301945599989267,,informes
museo,INF_MNCR-DAF-AC-004-2025 labores febrero.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripción:**eldocumentocontieneinformaciónsobrelasactividadesrealizadasenelmuseonacionaldecostaricaenelperíododefebrerode2025.,1.514969600000768,,informes
museo,INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,google/gemma-2b-it,local,**seriedocumental:historiadelmuseonacionaldecostarica**estaseriedocumentalestápermitidaporquedescribeelprocesodecreacióndelmuseonacionaldecostaricayelpapelquejuegaelarchivocentralenlaconservaciónygestióndesupatrimoniohistórico.,1.899893499998143,,informes
museo,INF_MNCR-DAF-AC-006-2025 labores marzo.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queserefierealosdocumentosquedescribenlasactividadesrealizadasenelmuseonacionaldecostarica.",1.6218444999976782,,informes
museo,INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,google/gemma-2b-it,local,**seriesdocumental:informesdeactividadesdiariasenteletrabajo**eldocumentodescribelasactividadesdiariasrealizadasporlapersonaenelperíododel1demarzoal31demarzode2025.,1.988778099999763,,informes
museo,INF_MNCR-DAF-AC-008-2025 reacomodo.md,google/gemma-2b-it,local,**seriedocumental:informes**eldocumentodescribeelplandeacciónparaelreacomododeldepósitodedocumentosenelarchivocentraldelmuseonacionaldecostarica.,1.546715199991013,,informes
museo,INF_MNCR-DAF-AC-009-2025 labores abril.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripción:**eldocumentocontieneinformaciónsobrelasactividadesrealizadasenelmuseonacionaldecostaricaduranteelperíododemayode2025.,1.4898746999970172,,informes
museo,INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,google/gemma-2b-it,local,**seriedocumental:informesdeactividadesdiariasenteletrabajo**eldocumentodescribelasactividadesdiariasrealizadasporlapersonaenelperíodode1deabrila30deabrilde2025.,2.0223623999918345,,informes
museo,INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,google/gemma-2b-it,local,**seriedocumental:informes****nombredeldocumento:informesobrecondicionesdeconservacionesarchivodeinvestigación****descripcióndeldocumento:**esteinformecontienelosresultadosdelastomasdetemperaturayhumedadenelarchivodeinvestigacióndeldepartamentodeantropologíaehistoriadelmuseonacionaldecostarica.,2.512475399998948,,informes
museo,INF_MNCR-DAF-AC-012-2025 labores mayo.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripción:**eldocumentocontieneinformaciónsobrelasactividadesrealizadasenelmuseonacionaldecostaricaduranteelperíododemayode2025.,1.470826799995848,,informes
museo,INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,google/gemma-2b-it,local,informesdeactividadesdiariasenteletrabajoestaseriedocumentaldescribelasactividadesdiariasrealizadasporlapersonadeclaranteenelperíodode1demayoa31demayode2025.,1.8066311000002315,,informes
museo,INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,google/gemma-2b-it,local,"**seriedocumental:informesdelaasesoríaarquivística**eldocumentopertenecealaseriedocumental**informesdelaasesoríaarquivística**,quesededicaalarecopilación,organizaciónydescripcióndeladocumentaciónhistóricadecostarica.",2.010155299998587,,informes
museo,INF_MNCR-DAF-AC-015-2025 labores junio.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queserefierealosdocumentosquedescribenlasactividadesyeventosrealizadoseneldepartamentodeadministraciónyfinanzasdelmuseonacionaldecostaricaduranteelperíododejuniode2025.",2.2497393999947235,,informes
museo,INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas**informesdeactividadesdiariasenteletrabajo.,1.0669263000017963,,informes
museo,INF_MNCR-DAF-AC-017-2025 labores julio.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipo**informes**.,1.0851149000081932,,informes
museo,INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas**informesdeactividadesdiariasenteletrabajo,1.101572400002624,,informes
museo,INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,google/gemma-2b-it,local,**informaciónydocumentación–“requisitosdealmacenamientoparaacervosdocumentales”**estaseriedocumentaldescribeelprocesodeparticipaciónenlacomisióninterinstitucionaldejefesoencargadosdearchivoscentralesdelsectorpúblico(ciap)yelcomitétécnicodenormalización73informaciónydocumentación,2.32417790000909,,informes
museo,INF_MNCR-DAF-AC-020-2025 labores agosto.md,google/gemma-2b-it,local,**seriedocumental:**informesdeactividadesenelmuseonacionaldecostarica**descripción:**eldocumentocontieneinformaciónsobrelasactividadesrealizadasenelmuseonacionaldecostaricaduranteelperíododeagostode2025.,1.7038186999998288,,informes
museo,INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas**informesdeactividadesdiariasenteletrabajo.,1.097407799999928,,informes
museo,INF_MNCR-DAF-AC-022-2025 labores setiembre.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queseclasificadentrodelasseriesdocumentalespermitidas.",1.6935823999956483,,informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,google/gemma-2b-it,local,"**seriesdocumentalespermitidas**eldocumentopertenecealaseriedocumental""informesdeactividadesdiariasenteletrabajo"".",1.344599099989864,,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,google/gemma-2b-it,local,"**seriesdocumentalespermitidas**eldocumentopertenecealaseriedocumental""informesdeactividadesdiariasenteletrabajo"".",1.3453156000032322,,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-024-2025 labores octubre.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queseclasificacomounaseriedocumentalpermitida.",1.338654199993471,,informes
museo,INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas**informesdeactividadesdiariasenteletrabajo.,1.1420089000021107,,informes
museo,Inscripción capacitacion DIC2024 SIR.md,google/gemma-2b-it,local,**seriedocumental:capacitaciónenrescateyproteccióndelpatrimoniodocumental**estaseriedocumentalpertenecealtemadelagestióndocumentalyestádirigidaalosresponsablesdelagestióndedocumentosenlasinstitucionesgubernamentales.,1.713409600008163,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 01-08.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribelasolicituddejustificaciónpormotivosdeausenciadetrabajopormotivoderomeríahaciacartago.",1.2389426000008823,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 02y03-09.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribeunasolicituddejustificaciónpormotivosdesaludpararealizarteletrabajo.",1.121905500011053,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 05-09.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**solicituddejustificaciónpormotivosdeausenciademarca**descripcióndeldocumento:**documentaciónquesolicitajustificaciónpormotivosdeausenciademarcaenelpuestodefuncionariosofiairolarojas.,1.815553499996895,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 08-08.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribeunasolicituddejustificaciónpormotivosdeausenciademarcaeneltrabajorealizado.",1.1262409000046318,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 16-07.md,google/gemma-2b-it,local,laseriedocumentalpermitidaes:**informes**eldocumentodescribeunasolicituddejustificaciónpormotivosdeausenciademarcaenlafirmadeunfuncionario.,1.2383918999985326,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 18-07.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribeunasolicituddejustificaciónporomisionesdemarcaenelrelojdeunfuncionario.",1.1661787000048207,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08 anexo.md,google/gemma-2b-it,local,informesestaseriedocumentalincluyedocumentosquedescribenactividadesyeventosrealizadosporlosempleadosdelainstitución.,0.8194610999926226,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,yaquedescribeunprocesodesolicituddejustificaciónporllegadatardia.",1.1964982999925269,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 22-07.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes**""informes"".**eldocumentodescribelasolicituddejustificaciónpormotivosdeausenciademarcaenundocumento.",1.1602197000029264,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 24-07.md,google/gemma-2b-it,local,laseriedocumentalpermitidaes:**informes**.eldocumentodescribeunasolicituddejustificaciónpormotivosdeausenciademarcaenundocumento.,1.1108815999905346,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08 anexo.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,yaquedescribeunprocesodeinspecciónporlacajacostarricensedesegurosocial.",1.3898803000047335,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,quesondocumentosqueproporcionaninformaciónsobreelestadodeundocumentooarchivoenunmomentodeterminado.",1.28675210000074,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 31-07.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribeunasolicituddejustificaciónportardíaeneltrabajo,confechaymotivosespecíficos.",1.193869700000505,,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribelasolicituddejustificaciónportardíaenlaconfiguracióndelahuellaeneldía26dejunioy02dejuliode2024.",1.7492903000093063,,expedientes de trámites laborales
museo,Lista de remision AFC T02-2025.md,google/gemma-2b-it,local,**seriedocumental:**informesdepagodetransferencia**nombredeldocumento:**controldeingresos.tomoi**descripcióndeldocumento:**esteinformecontienelosregistrosdepagodetransferenciaparaelperíododeenerode2019.,2.225470899997162,,expedientes de transferencias de documentos
museo,Lista de remision DG T01-2025.md,google/gemma-2b-it,local,**listaderemisión**-cr-mn-dg-000001-c000001:cartarecibidadeldespachoministradelministeriodeculturayjuventud-cr-mn-dg-000002-c0000,2.5383997000026284,,expedientes de transferencias de documentos
museo,Lista de remision RH T04-2025.md,google/gemma-2b-it,local,cr-mn-ac000001c000001expedientedepersonaldeabarcamorayenory1997-06-061998-05-25papeltransferenciat04-20,2.593685200001346,,expedientes de transferencias de documentos
museo,Lista de remision T05-2025 DPM.md,google/gemma-2b-it,local,**listadocumentalespermitidas**cr-mn-ac-000001-c000001cr-mn-ac-000002-c000001cr-mn-ac-000003-,2.5252456000016537,,expedientes de transferencias de documentos
museo,MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,google/gemma-2b-it,local,"**seriesdocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queestápermitidaporlaseriedocumentalespermitidas.",1.2560393000021577,,correspondencia
museo,MEM_MNCR-DAF-AC-001-2015.md,google/gemma-2b-it,local,**seriesdocumental:**informesdegestióndelarchivocentral**nombredeldocumento:**memando**descripción:**estedocumentocontieneinformaciónsobreeltrasladode38cajasdearchivopequeñosy3cajasgrandesalasedejoséfabiogóngora.,1.8004730999964522,,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-001-2015_1.md,google/gemma-2b-it,local,**seriesdocumental:**informesdegestióndelarchivocentral**nombredeldocumento:**memando**descripción:**estedocumentocontieneinformaciónsobreeltrasladode38cajasdearchivopequeñosy3cajasgrandesalasedejoséfabiogóngora.,1.767689000000246,,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-002-2015.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**memorio**descripción:**estedocumentocontieneinformaciónsobreeltrasladode6cajasdearchivoparalasedejoséfabiogóngora.,1.4643255999981193,,memorandos
museo,MEM_MNCR-DAF-AC-003-2025.md,google/gemma-2b-it,local,**seriesdocumental:**informesdegestióndeldepartamentodeproyecciónmuseológica**nombredeldocumento:**memando**descripcióndeldocumento:**estedocumentocontieneunresumendelatransferenciade17cajasdearchivodeldepartamentodeproyecciónmuseológicaalarchivocentral.,1.9393669000128284,,expedientes de transferencias de documentos
museo,MIN MNCR-DAF-AC-001-2024 Plani.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas***informes*informes*informes*informes*minutasdereuniones,1.63938340000459,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,google/gemma-2b-it,local,controldesalidadebienesculturalesserie:informesdescripción:eldocumentodescribeeltrámitedocumentalaseguirantelasalidadebienesculturalesdeunasedeylospuntosdecontrolyseguridad.,1.5935965000098804,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,google/gemma-2b-it,local,"**seriedocumental:informesdeactividadesyeventos**eldocumentopertenecealaseriedocumental""informesdeactividadesyeventos"",quesepermitepararegistrareventosyactividadesquesellevanacaboenelmuseonacionaldecostarica.",1.7656934999977238,,minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",yaquedescribeelprocesodeinspeccióndelacoleccióndeldr.henripittierparalapresentacióndelacandidaturaporpartedelmuseonacionalalregistrodememoriadelmundo.",2.0923677000100724,,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",yaquedescribeelprocesodeinspeccióndelacoleccióndeldr.henripittierparalapresentacióndelacandidaturaporpartedelmuseonacionalalregistrodememoriadelmundo.",2.11083669999789,,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,google/gemma-2b-it,local,"seriesdocumental:'informes'eldocumentopertenecealaseriedocumental'informes',queestápermitida.",1.0523934999946505,,correspondencia
museo,OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,google/gemma-2b-it,local,"**seriedocumental:informesdegestiónyconservacióndedocumentos**eldocumentopertenecealaseriedocumental""informesdegestiónyconservacióndedocumentos"",queserelacionaconelpuesto501094profesionaldeserviciocivil2,especialidadarchivística.",2.0262747000087984,,correspondencia
museo,OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,google/gemma-2b-it,local,**seriedocumental:**comitégerencialdetecnologíasdeinformaciónycomunicación**descripción:**estaseriedocumentaldescribeelprocesodeformacióndelcomitégerencialdetecnologíasdeinformacióndelmuseonacionaldecostarica.,1.5253710999968462,,correspondencia
museo,OFI MNCR-DAF-040-2024 solicitud criterio legal.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**solicituddecriteriolegal:asignacióndebienes-collectionsdedocumentos**descripcióndeldocumento:**estaseriedocumentalcontieneinformessobreelestadodelosbienes-collectionsdedocumentosenelmuseonacionaldecostarica.,2.036888500006171,,correspondencia
museo,OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,google/gemma-2b-it,local,**seriedocumental:**informes**nombredeldocumento:**informedelaboresdeltallerdeconservaciónyrestauración**descripcióndeldocumento:**esteinformedescribeelprocesoderestauracióndelasesculturasdesanjoséylavirgenmaríaenelmuseonacionaldecostaricaenelperíodode198,2.321084299997892,,correspondencia
museo,OFI MNCR-DAF-AC-005-2024 entrega revistas.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**eldocumentocontieneinformaciónsobrelaentregadelacoleccióndelarevistapáginasilustradasdelosaños1906al1908.,1.9336786000058053,,correspondencia
museo,OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriede**informes**,yaquedescribeuneventoespecíficoqueafectaelfuncionamientodeunespaciohistórico.",1.7647483000037028,,correspondencia
museo,OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedocumental""informes"",queestápermitida.",0.9472553999949014,,expedientes de trámites laborales
museo,OFI MNCR-DAF-AC-008-2024 bienes.md,google/gemma-2b-it,local,"**sériedocumental:informes**eldocumentocorrespondeaun**informedeinspección**,yaquedescribeunprocesodeinspeccióndebienesenelmuseonacionaldecostarica.",1.5607882999902358,,correspondencia
museo,OFI MNCR-DAF-AC-009-2024 bienes.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedocumental""informes"".",0.8588524000078905,,correspondencia
museo,OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",yaquedescribeunprocesodeinspeccióndebienesenunmuseo.",1.4270746999973198,,correspondencia
museo,OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedocumental""informes"",queestápermitida.",0.9307699000055436,,correspondencia
museo,OFI MNCR-DAF-AC-012-2024 UI Computadora.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**eldocumentocontieneinformaciónsobrelasolicituddeunequipodecómputoportátilalarchivocentral.,1.1907999999966703,,correspondencia
museo,OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,google/gemma-2b-it,local,"**seriesdocumental:**informes**nombredeldocumento:**acuerdo25**descripcióndeldocumento:**acuerdofirmadoporlajuntaadministrativaensesiónnº27-2024del09dediciembrede2024,enlaqueseaceptaladonacióndelministerio",2.194874799999525,,correspondencia
museo,OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,google/gemma-2b-it,local,"**seriesdocumental:**informeseldocumentopertenecealaseriedocumental""informes"",yaquedescribeelprocesoderecepciónycustodiadedocumentosenelarchivocentral.",1.3216522000002442,,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,google/gemma-2b-it,local,"**seriesdocumental:**informes**nombredeldocumento:**transferenciadocumentalarchivocentral,t04-2025.",1.031078999993042,,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**resolucióndesolicituddepasantíalaboral**descripcióndeldocumento:**estaseriedocumentalcontieneinformaciónsobrelasolicituddepasantíalaboralrealizadaporelestudiantealexiafiorellarojascalderónenelarchivocentraldelmuseonacionaldecostarica.,2.161185300006764,,expedientes sobre voluntariado
museo,OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,google/gemma-2b-it,local,"**seriesdocumental:**informeseldocumentopertenecealaseriedocumental""informes"",queestápermitida.",1.0198221000027845,,expedientes de trámites laborales
museo,OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,google/gemma-2b-it,local,"**seriedocumental:registroycontroldebienes**eldocumentopertenecealaseriedocumental**registroycontroldebienes**,queestápermitida.",1.2951014999998731,,correspondencia
museo,OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriede**informes**,quesondocumentosqueproporcionaninformaciónsobrelainspeccióndeunbienoservicio.",1.2215332000050694,,informes
museo,OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,google/gemma-2b-it,local,"informesestaseriedocumentalpertenecealtipodedocumentollamado""informes"".seencargadeproporcionarinformaciónsobreelestadodeunbienoinstitución,incluyendosucondiciónfísica,estadofinanciero,actividadesrealizadas,etc.",1.6658812999958172,,correspondencia
museo,OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,google/gemma-2b-it,local,laseriedocumentalpermitidaes:**informes**.,0.4833580999984406,,correspondencia
museo,OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,google/gemma-2b-it,local,laseriedocumentalpermitidaes:**informes**.eldocumentodescribelasituacióndelaspiezasdesanjoséydelavirgenmaríaquepertenecíanalpasitocolonialdelaiglesiacolonialdeorosi.,1.5685460999957286,,correspondencia
museo,OFI MNCR-DG-459-2024 deshumificador.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",quesededicaalaevaluaciónygestióndelosbienesyactivosdelmuseonacionaldecostarica.",1.6953447999985656,,correspondencia
museo,OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,google/gemma-2b-it,local,**seriedocumental:**informes**nombredeldocumento:**análisisycomparacióndeimágenessimilaresenlacoleccióndelmuseonacionaldecostarica**descripcióndeldocumento:**estedocumentodescribeycomparalasimágenesdenacimientoopasitosdelavirgenmaríaydesanjoséenlacoleccióndelmuseonacionaldecostarica,2.3182356000033906,,correspondencia
