dataset,document,expected_label,model_name,provider,model_group,model_access_type,model_api_id,response,normalized_response,is_valid_category,elapsed_time,input_tokens,output_tokens,total_tokens,estimated_cost,chars_processed,error_message,timestamp
museo,datasets_md\museo\OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.95076599996537,1584.0,902.0,2486.0,0.013992,5000,,2026-06-23T23:33:30.877404+00:00
museo,datasets_md\museo\OFI MNCR-JA-286-2024 CISED.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.081315000075847,1070.0,803.0,1873.0,0.011776,2496,,2026-06-23T23:33:38.972433+00:00
museo,datasets_md\museo\Oficios DPPC 142.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,7.8218359999591485,1460.0,738.0,2198.0,0.011776,5000,,2026-06-23T23:33:46.808962+00:00
museo,datasets_md\museo\Oficios DPPC 162.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.338288300088609,1511.0,1039.0,2550.0,0.01549,5000,,2026-06-23T23:33:57.166079+00:00
museo,datasets_md\museo\OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.56306620000396,1691.0,946.0,2637.0,0.014734,5000,,2026-06-23T23:34:06.747010+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-001-2025 DHN.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.158973600016909,921.0,1012.0,1933.0,0.013986,1940,,2026-06-23T23:34:16.920885+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-002-2025 DPPC.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,11.11379269999452,930.0,993.0,1923.0,0.013776,2026,,2026-06-23T23:34:28.048350+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-003-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.78724630002398,755.0,1083.0,1838.0,0.014506,1222,,2026-06-23T23:34:38.849054+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.482697799918242,873.0,849.0,1722.0,0.011934,2116,,2026-06-23T23:34:47.345889+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-005-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.678231200086884,733.0,1011.0,1744.0,0.013598,1184,,2026-06-23T23:34:57.039896+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-006-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,12.873540499946102,761.0,1389.0,2150.0,0.01819,1255,,2026-06-23T23:35:09.928542+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-007-2025 DG IADA.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,informes del índice de desarrollo archivístico,informesdelíndicededesarrolloarchivístico,True,10.445073600043544,1585.0,1079.0,2664.0,0.016118,5000,,2026-06-23T23:35:20.391071+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-008-2025 DG papel.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.481993400026113,1865.0,979.0,2844.0,0.015478,5000,,2026-06-23T23:35:29.887068+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-009-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.735546600073576,852.0,1181.0,2033.0,0.015876,1641,,2026-06-23T23:35:40.638567+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-010-2025 DG avances.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.62658120004926,1533.0,1022.0,2555.0,0.01533,4242,,2026-06-23T23:35:50.287687+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-011-2025 DPPC.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,12.875682799960488,2137.0,1443.0,3580.0,0.02159,5000,,2026-06-23T23:36:03.178417+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-012-2025 DHN.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.017081099911591,1592.0,987.0,2579.0,0.015028,3079,,2026-06-23T23:36:12.210003+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-013-2025 Memoria del Mundo.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.603441699990071,1381.0,1031.0,2412.0,0.015134,3561,,2026-06-23T23:36:21.828612+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.170846999972127,850.0,832.0,1682.0,0.011684,1803,,2026-06-23T23:36:30.015109+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio_1.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,14.036577900056727,903.0,895.0,1798.0,0.012546,1923,,2026-06-23T23:36:44.069271+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-015-2025 AN deshumidif.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.00658259994816,834.0,913.0,1747.0,0.012624,1449,,2026-06-23T23:36:53.092140+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-016-2025 Inf.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.330248499987649,1376.0,1034.0,2410.0,0.01516,4075,,2026-06-23T23:37:02.441930+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,12.339752799947746,701.0,1251.0,1952.0,0.0164139999999999,1125,,2026-06-23T23:37:14.796149+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-018-2025 JDAF.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,25.15806040004827,888.0,2428.0,3316.0,0.030912,1920,,2026-06-23T23:37:39.971618+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-019-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.226509299944157,731.0,1089.0,1820.0,0.01453,1169,,2026-06-23T23:37:50.216553+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 AJ convenio.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.592701399931684,1114.0,881.0,1995.0,0.0127999999999999,2462,,2026-06-23T23:37:58.823422+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 anexo 1.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,24.10459280002397,2180.0,2450.0,4630.0,0.03376,5000,,2026-06-23T23:38:22.944634+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 anexo 2.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,13.94516909995582,399.0,1338.0,1737.0,0.016854,218,,2026-06-23T23:38:36.903958+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-021-2025 JA.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.005920500028878,1432.0,1016.0,2448.0,0.015056,5000,,2026-06-23T23:38:46.928399+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI Anexo 1 prueba.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,5.74557500006631,878.0,576.0,1454.0,0.008668,1462,,2026-06-23T23:38:52.688092+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI Anexo 2 MICITT-DGDCFD-OF-000132-2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,7.679096500040032,1491.0,788.0,2279.0,0.012438,5000,,2026-06-23T23:39:00.391135+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.77462389995344,1583.0,832.0,2415.0,0.01315,4867,,2026-06-23T23:39:09.181061+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-023-2025 Comision NICSP.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,12.73038500000257,1388.0,973.0,2361.0,0.014452,3108,,2026-06-23T23:39:21.925800+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-024-2025 Cuadro JA.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,15.338215099996887,1147.0,1480.0,2627.0,0.020054,2814,,2026-06-23T23:39:37.276676+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-025-2025 CuadroDG.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,10.311550799990073,1549.0,1053.0,2602.0,0.0157339999999999,4160,,2026-06-23T23:39:47.605712+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-026-2025 CuadroAJ.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,11.678952099988235,1577.0,1190.0,2767.0,0.017434,4189,,2026-06-23T23:39:59.297616+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-027-2025 CuadroDAF.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,14.68528370000422,1154.0,1519.0,2673.0,0.020536,2853,,2026-06-23T23:40:14.000218+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-028-2025 CuadroRH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,13.399190900032409,1831.0,1353.0,3184.0,0.019898,5000,,2026-06-23T23:40:27.416721+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-029-2025 CuadroSG.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,43.562534599914216,1484.0,4525.0,6009.0,0.057268,3752,,2026-06-23T23:41:10.999425+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-030-2025 CuadroDPPC.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,15.90467910002917,1634.0,1576.0,3210.0,0.02218,4305,,2026-06-23T23:41:26.923629+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-031-2025 CuadroDAH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,41.797231899923645,1527.0,4311.0,5838.0,0.054786,4028,,2026-06-23T23:42:08.736591+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-032-2025 CuadroDHN.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,21.319874500040896,1374.0,2287.0,3661.0,0.030192,3566,,2026-06-23T23:42:30.075095+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-033-2025 CuadroDPM.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,12.691009900067002,1516.0,1287.0,2803.0,0.018476,3898,,2026-06-23T23:42:42.782744+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-034-2025 RH.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.96458440006245,951.0,1113.0,2064.0,0.015258,1669,,2026-06-23T23:42:53.761137+00:00
museo,datasets_md\museo\OFI_MNCR-DAH-214-2025 avance en inventario de mapas.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,20.65218149998691,1531.0,2149.0,3680.0,0.0288499999999999,4691,,2026-06-23T23:43:14.431390+00:00
museo,datasets_md\museo\OFI_MNCR-DG-030-2025 _envio transferencia T01-2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,8.29552380007226,678.0,857.0,1535.0,0.01164,1054,,2026-06-23T23:43:22.740940+00:00
museo,datasets_md\museo\OFI_MNCR-DG-031-2025_salida cajas.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,10.523503000033088,723.0,1102.0,1825.0,0.0146699999999999,1277,,2026-06-23T23:43:33.278842+00:00
museo,datasets_md\museo\OFI_MNCR-DG-036-2025_Colección_Henry_Pitter.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.912216499913484,1262.0,993.0,2255.0,0.01444,3676,,2026-06-23T23:43:43.209174+00:00
museo,datasets_md\museo\OFI_MNCR-DG-222-2025 carta recomendación Sofía Irola.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.323675799998455,902.0,879.0,1781.0,0.012352,2228,,2026-06-23T23:43:51.549693+00:00
museo,datasets_md\museo\OFI_MNCR-DG-314-2025_uso vehículo Institucional.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.71540839993395,724.0,957.0,1681.0,0.0129319999999999,1386,,2026-06-23T23:44:01.284865+00:00
museo,datasets_md\museo\OFI_MNCR-DPM-180-2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,8.76644859998487,733.0,983.0,1716.0,0.013262,1191,,2026-06-23T23:44:10.067454+00:00
museo,datasets_md\museo\OFI_MNCR-JA-117-2025 DG Resguardo de archivos del MNCR Act 07 Ac 09-firmado.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.43554769991897,1053.0,850.0,1903.0,0.012306,2387,,2026-06-23T23:44:18.516393+00:00
museo,datasets_md\museo\OFI_MNCR-JA-311-2025 convenio medio ambiente reciclaje.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,8.988316899980418,1623.0,892.0,2515.0,0.01395,4340,,2026-06-23T23:44:27.518651+00:00
museo,datasets_md\museo\Planificación EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,7.997512099915184,2138.0,925.0,3063.0,0.015376,5000,,2026-06-23T23:44:35.530452+00:00
museo,datasets_md\museo\PRO_ MNCR-DAF-AC-001-2025 Proyecto Archivo Digital.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de proyectos y programas institucionales,expedientesdeproyectosyprogramasinstitucionales,True,11.256081699975766,1492.0,1123.0,2615.0,0.01646,5000,,2026-06-23T23:44:46.814404+00:00
museo,datasets_md\museo\Recomendaciones_atención_material_gráfico_MNCR.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,informes técnicos producidos,informestécnicosproducidos,True,8.145442900015041,1068.0,927.0,1995.0,0.01326,2816,,2026-06-23T23:44:54.976037+00:00
museo,datasets_md\museo\RNMM-034-2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,17.066271100076847,1121.0,1730.0,2851.0,0.023002,2882,,2026-06-23T23:45:12.064212+00:00
museo,datasets_md\museo\RNMM-036-2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,9.969412499922328,1220.0,993.0,2213.0,0.0143559999999999,3154,,2026-06-23T23:45:22.053737+00:00
museo,datasets_md\museo\Seguimiento EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,8.880030700005591,2176.0,1002.0,3178.0,0.016376,5000,,2026-06-23T23:45:30.947965+00:00
museo,datasets_md\museo\Sofia Irola Rojas.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,correspondencia,correspondencia,True,12.502610499970617,472.0,1208.0,1680.0,0.01544,321,,2026-06-23T23:45:43.466821+00:00
museo,datasets_md\museo\SOL MNCR-DAF-11DIC2024 Transporte AC.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.660388199961744,715.0,865.0,1580.0,0.01181,1232,,2026-06-23T23:45:52.139933+00:00
museo,datasets_md\museo\SOL MNCR-DAF-21NOV2024 Traslado de Bienes- Deshumidificador.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,13.781841399963014,1054.0,1485.0,2539.0,0.0199279999999999,2191,,2026-06-23T23:46:05.942218+00:00
museo,datasets_md\museo\SOL MNCR-DAF-22NOV2024 Traslado de Bienes.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,16.5902986000292,2268.0,1687.0,3955.0,0.0247799999999999,4115,,2026-06-23T23:46:22.549485+00:00
museo,datasets_md\museo\SOL MNCR-DAF-AC-17Y18SET2024 Capacitación SIR.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.735641999985091,2105.0,834.0,2939.0,0.014218,5000,,2026-06-23T23:46:30.299245+00:00
museo,datasets_md\museo\SOL MNCR-DAF-AC-19SET2024 Capacitación SIR.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.132291999994777,1589.0,836.0,2425.0,0.01321,3983,,2026-06-23T23:46:38.445220+00:00
museo,datasets_md\museo\Solicitud vacaciones Sofia Irola 26-07.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.672789599979296,663.0,962.0,1625.0,0.01287,850,,2026-06-23T23:46:47.133278+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-003-2025_Traslado CPU.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.6327873999252915,1224.0,835.0,2059.0,0.012468,3229,,2026-06-23T23:46:54.781966+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-006-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,5.421397599973716,1061.0,555.0,1616.0,0.008782,1925,,2026-06-23T23:47:00.219630+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-007-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.076897399965674,964.0,670.0,1634.0,0.009968,1785,,2026-06-23T23:47:08.313204+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-008-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.171429799986072,970.0,832.0,1802.0,0.011924,1766,,2026-06-23T23:47:15.503785+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-009-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,6.8957253999542445,972.0,740.0,1712.0,0.0108239999999999,1753,,2026-06-23T23:47:22.415367+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-010-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.418158699991181,968.0,854.0,1822.0,0.012184,1784,,2026-06-23T23:47:29.847307+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-011-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,6.3196022000629455,994.0,570.0,1564.0,0.0088279999999999,1887,,2026-06-23T23:47:36.179105+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-012-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,6.146040000021458,880.0,599.0,1479.0,0.008948,1518,,2026-06-23T23:47:42.338132+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-012-2025_transporte_1.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,5.595890800002962,1039.0,612.0,1651.0,0.009422,1820,,2026-06-23T23:47:47.948005+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-014-2025_transporte DAF-AC.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,5.942270900006406,969.0,561.0,1530.0,0.00867,1838,,2026-06-23T23:47:53.902858+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-015-2025_transporte teatro.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,6.269540600012988,895.0,570.0,1465.0,0.0086299999999999,1581,,2026-06-23T23:48:00.187699+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-016-2025_requisicion.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.114046499948017,846.0,744.0,1590.0,0.01062,1332,,2026-06-23T23:48:07.316722+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-017-2025_transporte.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.358056100085378,964.0,760.0,1724.0,0.0110479999999999,1743,,2026-06-23T23:48:14.687987+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-PI-007-2025_ENTREGA DESHUMIFICADORES.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,17.35124679992441,851.0,1809.0,2660.0,0.02341,1677,,2026-06-23T23:48:32.054833+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-001-2025 adelanto viaticos SIR.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.271310500102118,1325.0,972.0,2297.0,0.014314,2399,,2026-06-23T23:48:40.340462+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-002-2025 liquidacion viaticos SIR.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,8.403399499948137,1553.0,943.0,2496.0,0.0144219999999999,2954,,2026-06-23T23:48:48.757892+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-003-2025 traslado CPU.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.218664200045168,1290.0,824.0,2114.0,0.012468,3368,,2026-06-23T23:48:55.990607+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-004-2025 traslado equipos UI.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.484628899954259,1480.0,763.0,2243.0,0.012116,3779,,2026-06-23T23:49:03.492096+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-005-2025 salida de activos.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.260654199984856,1312.0,795.0,2107.0,0.012164,2910,,2026-06-23T23:49:10.765535+00:00
museo,datasets_md\museo\SOL_MNCR-DAF-AC-013-2025 grabadora UI.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,7.187527299975045,1372.0,779.0,2151.0,0.0120919999999999,3490,,2026-06-23T23:49:17.968244+00:00
museo,datasets_md\museo\SOL_MNCR-DG-UI-118-2025 ACTIVOS A ARCHIVO CENTRAL.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,9.311165799968876,1655.0,772.0,2427.0,0.012574,4009,,2026-06-23T23:49:27.294290+00:00
museo,datasets_md\museo\SOL_MNCR-UI-045-2025 Dell Optiplex 3060 Archivo.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,14.525904500042088,1397.0,873.0,2270.0,0.0132699999999999,3574,,2026-06-23T23:49:41.835803+00:00
museo,datasets_md\museo\SOL_MNCR-UI-079-2025 WebCam Archivo Central.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,solicitudes administrativas,solicitudesadministrativas,True,14.445792500046082,1276.0,836.0,2112.0,0.012584,3313,,2026-06-23T23:49:56.296238+00:00
museo,datasets_md\museo\Taller Pittier Memoria del Mundo VF 6NOV.md,,gemini_3_1_pro_preview,google,main,api,gemini-3.1-pro-preview,expedientes de proyectos y programas institucionales,expedientesdeproyectosyprogramasinstitucionales,True,10.356594800017774,1438.0,1171.0,2609.0,0.016928,5000,,2026-06-23T23:50:06.670985+00:00
museo,datasets_md\museo\003_Lineamientos gestión de documentos MNCR.md,,claude_opus_4_7_thinking,anthropic,main,api,claude-opus-4-7,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,1.738241899991408,2455.0,18.0,2473.0,0.012725,5000,,2026-06-23T22:58:57.970164+00:00
museo,datasets_md\museo\004_Instructivo Cuadro de clasificación MNCR.md,,claude_opus_4_7_thinking,anthropic,main,api,claude-opus-4-7,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,11.53447509999387,2457.0,18.0,2475.0,0.012735,5000,,2026-06-23T22:59:09.520583+00:00
